ID,LCLAS_NM,MLSFC_NM,FCLTY_NM,CTPRVN_NM,SIGNGU_NM,LEGALDONG_CD,LEGALDONG_NM,ADSTRD_CD,ADSTRD_NM,RDNMADR_CD,RDNMADR_NM,ZIP_NO,GID_CD,FCLTY_LO,FCLTY_LA,OPMTN_PLACE_NM,FSTVL_BEGIN_DE,FSTVL_END_DE,FSTVL_CN,MNNST_NM,AUSPC_INSTT_NM,SUPRT_INSTT_NM,TEL_NO,HMPG_ADDR,RELATE_INFO_CN,데이터기준일자,PROVD_INSTT_CD,PROVD_INSTT_NM,LAST_CHG_DE,ORIGIN_NM,FILE_NM,BASE_DE
"KC488PO24N001213","행사","행사","영도다리축제","부산광역시","영도구","2620012100","동삼동","2620065000","동삼1동","262004184392","부산광역시 영도구 해양로 301번길 55","49111","마라442769","129.0820078","35.07714964","아미르공원","2025-11-07","2025-11-09","개폐막행사+도개퍼포먼스+공연·전시·체험 프로그램 등","영도문화원","부산광역시 영도구청","부산광역시","051-419-4064","http://www.yeongdo.go.kr/ydfestival.web",,"2025-02-04","3280000","부산광역시 영도구","20250401","문화체육관광부","KC_488_WNTY_CLTFSTVL_2024","20250331"
"KC488PO24N001214","행사","행사","영도커피페스티벌","부산광역시","영도구","2620012100","동삼동","2620065000","동삼1동","262004184392","부산광역시 영도구 해양로 301번길 55","49111","마라442769","129.0820078","35.07714964","아미르공원 및 블루포트2021","2025-05-23","2025-05-25","커피홍보관+세미나+경연대회+체험 프로그램+환영행사 등","부산광역시 영도구청, (사)한국커피협회","부산광역시 영도구청","부산광역시","051-419-4475","https://www.yeongdo.go.kr/yd_coffee_festival.web",,"2025-02-04","3280000","부산광역시 영도구","20250401","문화체육관광부","KC_488_WNTY_CLTFSTVL_2024","20250331"
"KC488PO24N001215","행사","행사","우포따오기와 함께하는 비사벌 문화제","경상남도","창녕군","4874025037","창녕읍 교하리","4874025000","창녕읍",,,,"라마905275","128.4986929","35.539689","창녕천 일원","2024-10-25","2024-10-27","전시공연+기념식+축하공연+우포따오기 한마음장터+미술그리기대회+보부상장터+비사벌문화행렬+향토기양제+전국시조경창대회+청소년뽐내기한마당+영산줄다리기시연+창녕문화원 동아리공연+막끌리는파티+외국인근로자 노래자랑+우포따오기 쿠킹쇼+폐막식+경품추첨","(사)비사벌문화제전회","경상남도 창녕군청","창녕군의회+창녕경찰서+경상남도창녕교육지원청+창녕소방서+창녕문화원+창녕군상공인협의회+민주평통창녕군협의회+종로상가연합회 등","055-532-0993","https://www.cng.go.kr/01659/02139/03797.web",,"2025-02-11","5410000","경상남도 창녕군","20250401","문화체육관광부","KC_488_WNTY_CLTFSTVL_2024","20250331"
"KC488PO24N001216","행사","행사","제74주년 인천상륙작전 시가행진","인천광역시","중구","2811010900","관동1가","2811053000","신포동","281104247169","인천광역시 중구 신포로27번길 80","22315","다사223419","126.6217249","37.4736615","동인천역","2024-09-11","2024-09-11","시가행진","인천광역시 중구청","인천광역시",,"032-760-6443","https://www.icjg.go.kr",,"2024-11-29","3490000","인천광역시 중구","20250401","문화체육관광부","KC_488_WNTY_CLTFSTVL_2024","20250331"
"KC488PO24N001217","행사","행사","2024 인천개항장 문화유산 야행(2차)","인천광역시","중구","2811010900","관동1가","2811053000","신포동","281104247169","인천광역시 중구 신포로27번길 80","22315","다사223419","126.6217249","37.4736615","개항장 문화지구","2024-10-19","2024-10-20","문화유산 야간 무료개방+도보탐방+근대문화체험+야관경관조성","인천관광공사","문화재청, 인천광역시 중구","인천광역시","032-760-6472","https://www.icjg.go.kr",,"2024-11-29","3490000","인천광역시 중구","20250401","문화체육관광부","KC_488_WNTY_CLTFSTVL_2024","20250331"
"KC488PO24N001218","행사","행사","영종국제도시 세계전통음식축제","인천광역시","중구","2811011900","송학동1가","2811053000","신포동","281104247344","인천광역시 중구 제물량로232번길 46","22315","다사223421","126.622178","37.4754598","영종 씨사이드 파크 하늘구름광장 일대","2024-09-28","2024-09-29","컬러풀 퍼레이드+시네마콘서트+가을음악회+세계전통공연+지역예술인 공연","(재)인천중구문화재단","인천경제자유구역청",,"032-777-9113","http://www.ijcf.or.kr/",,"2024-11-29","3490000","인천광역시 중구","20250401","문화체육관광부","KC_488_WNTY_CLTFSTVL_2024","20250331"
"KC488PO24N001219","행사","행사","크리스마스 트리 축제","인천광역시","중구","2811011900","송학동1가","2811053000","신포동","281104247344","인천광역시 중구 제물량로232번길 46","22315","다사223421","126.622178","37.4754598","신포문화의 거리, 신흥사거리","2024-11-16","2025-01-31","트리, 포토 존 등 경관조성 및 야간 상시전시 운영, 점등식 및 축하공연","(재)인천중구문화재단","(재)인천중구문화재단",,"070-4123-8949","http://www.ijcf.or.kr/",,"2024-11-29","3490000","인천광역시 중구","20250401","문화체육관광부","KC_488_WNTY_CLTFSTVL_2024","20250331"
"KC488PO24N001220","행사","행사","크리스마스 트리 축제","인천광역시","중구","2811011900","송학동1가","2811053000","신포동","281104247344","인천광역시 중구 제물량로232번길 46","22315","다사223421","126.622178","37.4754598","하늘도시 별빛광장, 운서역, 외국인 특화거리","2024-11-22","2025-01-31","트리, 포토 존 등 경관조성 및 야간 상시전시 운영, 점등식 및 축하공연","(재)인천중구문화재단","(재)인천중구문화재단",,"070-4123-8949","http://www.ijcf.or.kr/",,"2024-11-29","3490000","인천광역시 중구","20250401","문화체육관광부","KC_488_WNTY_CLTFSTVL_2024","20250331"
"KC488PO24N001221","행사","행사","영종국제도시 빛축제","인천광역시","중구","2811011900","송학동1가","2811053000","신포동","281104247344","인천광역시 중구 제물량로232번길 46","22315","다사223421","126.622178","37.4754598","하늘도시 초입","2024-11-01","2025-01-31","포토 존 등 경관조성 및 야간 상시전시 운영, 점등식 및 축하공연","(재)인천중구문화재단","(재)인천중구문화재단",,"070-4123-8949","http://www.ijcf.or.kr/",,"2024-11-29","3490000","인천광역시 중구","20250401","문화체육관광부","KC_488_WNTY_CLTFSTVL_2024","20250331"
"KC488PO24N001222","행사","행사","2024 태화강마두희축제","울산광역시","중구","3111010600","성남동","3111058500","중앙동","311104307305","울산광역시 중구 시계탑거리 4","44532","마마651303","129.3216061","35.55511722","울산 중구 태화강 일원","2024-06-14","2024-06-16","큰줄다리기+부대행사","태화강마두희축제추진위원회","태화강마두희축제추진위원회","울산광역시 중구청","052-290-3662",,,"2024-11-08","3690000","울산광역시 중구","20250401","문화체육관광부","KC_488_WNTY_CLTFSTVL_2024","20250331"
"KC488PO24N001223","행사","행사","2024년 외솔한글한마당","울산광역시","중구","3111010600","성남동","3111058500","중앙동","311104307305","울산광역시 중구 시계탑거리 4","44532","마마651303","129.3216061","35.55511722","외솔기념관 및 중구 원도심 일원","2024-10-09","2024-10-09","한글을 주제로 한 전시+체험+경연+공연","ubc 울산방송","ubc 울산방송","울산광역시청+울산광역시 중구청+외솔회","052-290-3642",,,"2024-11-08","3690000","울산광역시 중구","20250401","문화체육관광부","KC_488_WNTY_CLTFSTVL_2024","20250331"
"KC488PO24N001224","행사","행사","2024 문화의거리 현대미술제","울산광역시","중구","3111010600","성남동","3111058500","중앙동","311104307305","울산광역시 중구 시계탑거리 4","44532","마마651303","129.3216061","35.55511722","울산 중구 문화의거리","2024-05-11","2024-05-19","갤러리+거리 미술작품 전시","문화의거리 현대미술제 울산운영위원회","경상일보","울산광역시청+울산광역시 중구청+외솔회","052-290-3666",,,"2024-11-08","3690000","울산광역시 중구","20250401","문화체육관광부","KC_488_WNTY_CLTFSTVL_2024","20250331"
"KC488PO24N001225","행사","행사","2024년 울산병영3.1만세운동 제23회 재현행사","울산광역시","중구","3111011400","서동","3111063000","병영2동","311104307227","울산광역시 중구 병영성13길 2","44485","마마671325","129.3454467","35.57492612","울산 중구 병영성~병영오거리","2024-04-04","2024-04-05","위령제+추모제+삼일만세운동재현행사+부대행사","중구문화원","중구문화원","울산광역시 중구청+보훈지청","052-290-3664",,,"2024-11-08","3690000","울산광역시 중구","20250401","문화체육관광부","KC_488_WNTY_CLTFSTVL_2024","20250331"
"KC488PO24N001226","행사","행사","양양문화제","강원특별자치도","양양군","5183025021","양양읍 남문리","5183025000","양양읍",,,,"라아986087","128.6242108","38.0731261","양양남대천 둔치 및 부대행사장","2024-06-20","2024-06-22","2024년 양양문화제","양양문화제위원회","양양문화제위원회",,"033-670-2795","https://tour.yangyang.go.kr",,"2024-11-26","4351000","강원특별자치도 양양군","20250401","문화체육관광부","KC_488_WNTY_CLTFSTVL_2024","20250331"
"KC488PO24N001227","행사","행사","양양 송이&연어축제","강원특별자치도","양양군","5183025021","양양읍 남문리","5183025000","양양읍",,,,"라아986087","128.6242108","38.0731261","양양남대천 둔치 및 부대행사장","2024-10-03","2024-10-06","송이 및 연어 홍보부스, 부대행사","양양문화재단","양양문화재단",,"033-671-3803","https://tour.yangyang.go.kr",,"2024-11-26","4351000","강원특별자치도 양양군","20250401","문화체육관광부","KC_488_WNTY_CLTFSTVL_2024","20250331"
"KC488PO24N001228","행사","행사","계양산국악제","인천광역시","계양구","2824510200","계산동","2824561200","계산2동","282453008034","인천광역시 계양구 주부토로 570","21030","다사318497","126.728998","37.545044","계산체육공원","2024-04-26","2024-04-27","국악경연대회(예선 : 온라인심사+결선 : 대면심사)+축하·기획·특별공연","인천광역시 계양구","인천광역시 계양구","인천광역시","032-450-5874",,,"2024-11-25","3550000","인천광역시 계양구","20250401","문화체육관광부","KC_488_WNTY_CLTFSTVL_2024","20250331"
"KC488PO24N001229","행사","행사","제2회 계양 아라뱃길 워터축제","인천광역시","계양구","2824512300","장기동","2824571000","계양1동",,,,"다사327530","126.7380504","37.5746775","계양아라온 황어광장 일원","2024-07-26","2024-07-28","물놀이존 및 수상레저 체험+총놀이 이벤트+무료체험활동 등","인천광역시 계양구+한국수자원공사","(주)수자원환경산업진흥",,"032-450-4103",,,"2024-11-25","3550000","인천광역시 계양구","20250401","문화체육관광부","KC_488_WNTY_CLTFSTVL_2024","20250331"
"KC488PO24N001230","행사","행사","제30회 구민의 날 기념 가을음악회","인천광역시","계양구","2824510400","서운동","2824564000","작전서운동","282452000016","인천광역시 계양구 봉오대로 855","21072","다사333482","126.7458973","37.53135","계양 아시아드 양궁장","2024-10-05","2024-10-05","인기가수 및 지역예술인 공연+드론쇼","인천광역시 계양구","인천광역시 계양구",,"032-450-5874",,,"2024-11-25","3550000","인천광역시 계양구","20250401","문화체육관광부","KC_488_WNTY_CLTFSTVL_2024","20250331"
"KC488PO24N001231","행사","행사","부산불꽃축제","부산광역시","수영구","2650010400","광안동","2650077000","광안2동","265003138005","부산광역시 수영구 광안해변로 219","48303","마라474854","129.1185161","35.15377357","광안리해수욕장 등","2024-11-09","2024-11-09","불꽃 토크쇼+부산멀티불꽃쇼 등","(사)부산문화관광축제조직위원회","부산광역시청",,"051-888-5222","http://www.bfo.or.kr/main/index.asp",,"2024-12-05","6260000","부산광역시","20250401","문화체육관광부","KC_488_WNTY_CLTFSTVL_2024","20250331"
"KC488PO24N001232","행사","행사","부산시민의종 타종식","부산광역시","중구","2611013400","광복동2가","2611057000","광복동","261104175193","부산광역시 중구 용두산길 37-55(광복동2가)","48950","마라396794","129.0324385","35.10093242","용두산공원","2024-12-31","2025-01-01","시민의종 타종+문화공연","(사)부산문화관광축제조직위원회","부산광역시청",,"051-888-5224","http://www.bfo.or.kr/main/index.asp",,"2024-12-05","6260000","부산광역시","20250401","문화체육관광부","KC_488_WNTY_CLTFSTVL_2024","20250331"
"KC488PO24N001233","행사","행사","시흥 거북섬 산타 페스타","경기도","시흥시","4139012900","장현동","4139063000","연성동","413903199068","경기도 시흥시 시청로 20","14998","다사383314","126.8033416","37.3800669","거북섬 웨이브파크 광장","2024-12-07","2024-12-07","사계절을 테마로 한 특색 있는 축제 개최","경기도 시흥시","경기도 시흥시",,"031-310-2917",,,"2024-12-06","4010000","경기도 시흥시","20250401","문화체육관광부","KC_488_WNTY_CLTFSTVL_2024","20250331"
"KC488PO24N001234","행사","행사","라벤더축제","강원특별자치도","동해시","5117012400","삼화동","5117065000","삼화동","421703221029","강원특별자치도 동해시 이기로 97","25744","마사355429","129.0330438","37.475959","무릉별유천지","2024-06-08","2024-06-23","개막식+공연행사+먹거리부스운영+라벤더사진체험등","동해문화관광재단","강원특별자치도 동해시청","강원특별자치도 동해시청","033-530-2381","http://dhfesta.or.kr/dhlf/",,"2025-02-18","4211000","강원특별자치도 동해시","20250401","문화체육관광부","KC_488_WNTY_CLTFSTVL_2024","20250331"
"KC488PO24N001235","행사","행사","도째비페스타","강원특별자치도","동해시","5117011100","발한동","5117057000","발한동","421703221030","강원특별자치도 동해시 일출로22","25719","마사423513","129.1113803","37.5506199","묵호항 여객선터미널 일대","2025-07-18","2025-07-20","개막식+공연행사+먹거리+체험거리부스운영","동해문화관광재단","강원특별자치도 동해시청","강원특별자치도 동해시청","033-530-2412","http://dhfesta.or.kr/dmdf/",,"2025-02-18","4211000","강원특별자치도 동해시","20250401","문화체육관광부","KC_488_WNTY_CLTFSTVL_2024","20250331"
"KC488PO24N001236","행사","행사","동해 무릉제","강원특별자치도","동해시","5117010100","천곡동","5117051000","천곡동","421704463060","강원특별자치도 동해시 덕골길 10","25750","마사414475","129.1010663","37.5164772","동해웰빙레포츠타운","2025-09-25","2025-09-28","개막식+공연행사+먹거리+체험거리부스운영","동해문화관광재단","강원특별자치도 동해시청","강원특별자치도 동해시청","033-530-2412","http://dhfesta.or.kr/dmrf/",,"2025-02-18","4211000","강원특별자치도 동해시","20250401","문화체육관광부","KC_488_WNTY_CLTFSTVL_2024","20250331"
"KC488PO24N001237","행사","행사","삼화사국행수륙대재","강원특별자치도","동해시","5117012400","삼화동","5117065000","삼화동","421703221048","강원특별자치도 동해시 삼화로 584","25746","마사339415","129.014459","37.4635594","삼화사","2025-10-17","2025-10-19","불교의례+의식진행","대한불교 조계종 삼화사","강원특별자치도 동해시청","강원특별자치도 동해시청","033-530-2461","http://samhwasa.or.kr",,"2025-02-18","4211000","강원특별자치도 동해시","20250401","문화체육관광부","KC_488_WNTY_CLTFSTVL_2024","20250331"
"KC488PO24N001238","행사","행사","제22회 강북구 3·1독립운동 기념행사","서울특별시","강북구","1130510400","우이동","1130564500","우이동","113054124216","서울특별시 강북구 삼양로173길 107-12","01002","다사564624","127.0061612","37.6603413","삼각산 도선사 및 우이동 봉황각","2025-03-01","2025-03-01","타종식 및 만세행진, 기념식, 체험 프로그램","서울특별시 강북구청","서울특별시 강북구청","천도교 중앙총부 및 삼각산 도선사","02-901-6204","www.gangbuk.go.kr",,"2025-02-20","3080000","서울특별시 강북구","20250401","문화체육관광부","KC_488_WNTY_CLTFSTVL_2024","20250331"
"KC488PO24N001239","행사","행사","4.19혁명 국민문화제","서울특별시","강북구","1130510300","수유동","1130563500","수유3동","113054124142","서울특별시 강북구 도봉로89길 13","01071","다사581601","127.0254518","37.63918553","국립4.19민주묘지","2025-04-12","2025-04-19","4.19혁명 기념+국민문화제","4.19혁명 국민문화제위원회","4.19 3개단체+서울특별시 강북구청","국가보훈부+서울특별시+서울특별시 교육청+KBS","02-901-6206","www.festival419.org/",,"2025-02-20","3080000","서울특별시 강북구","20250401","문화체육관광부","KC_488_WNTY_CLTFSTVL_2024","20250331"
"KC488PO24N001240","행사","행사","종교연합바자회","서울특별시","강북구","1130510300","수유동","1130566000","인수동","113053108005","서울특별시 강북구 인수봉로 159","01025","다사569595","127.0129382","37.6350142","한신대학교 신학대학원","2024-10-12","2024-10-12","종교연합 바자회 기증물품 판매+문화공연 수익금전액 난치병어린이돕기 후원","서울특별시 강북구 관내 3종교연합","서울특별시 강북구 관내 3종교연합","서울특별시 강북구+한신대학교서울캠퍼스","02-901-6207","www.gangbuk.go.kr",,"2025-02-20","3080000","서울특별시 강북구","20250401","문화체육관광부","KC_488_WNTY_CLTFSTVL_2024","20250331"
"KC488PO24N001241","행사","행사","제24회소래포구축제","인천광역시","남동구","2820011000","논현동","2820071000","논현고잔동","282002008005","인천광역시 남동구 아암대로 1550, (논현동)","21676","다사321330","126.7337473","37.393885","인천 남동구 소래포구 일원 (해오름광장 및 소래포구관광벨트)","2024-09-27","2024-09-29","소래바다를 주제로한 체험행사 및 문화공연","남동문화재단","인천광역시 남동구청","인천광역시","032-453-2142","www.namdong.go.kr/soraefestival","소래어등거리체험+소래인영상제+소래아트체험+소래꽃게낚시+맨손대하잡기+바다시네마콘서트+어죽시식회+남동인콘서트 등","2025-02-18","3530000","인천광역시 남동구","20250401","문화체육관광부","KC_488_WNTY_CLTFSTVL_2024","20250331"
"KC488PO24N001242","행사","행사","진해군항제","경상남도","창원시 진해구","4812913900","경화동","4812956000","경화동","481292000030","경상남도 창원시 진해구 진해대로 649(경화동)","51583","마라080855","128.6869245","35.15910822","중원로터리 및 진해구 일원","2025-03-29","2025-04-06","추모대제+승전행사+불꽃쇼+문화예술행사","(사)이충무공선양군항제위원회","경상남도 창원시",,,,,"2025-02-14","5670000","경상남도 창원시","20250401","문화체육관광부","KC_488_WNTY_CLTFSTVL_2024","20250331"
"KC488PO24N001243","행사","행사","진해군악의장페스티벌","경상남도","창원시 진해구","4812910300","도만동","4812953000","충무동","481293331066","경상남도 창원시 진해구 충무로 43(도만동)","51702","마라052843","128.6554537","35.14836103","진해공설운동장","2025-04-04","2025-04-06","개막행사+주공연장 마칭공연+프린지공연","(사)이충무공선양군항제위원회","경상남도 창원시",,,,,"2025-02-14","5670000","경상남도 창원시","20250401","문화체육관광부","KC_488_WNTY_CLTFSTVL_2024","20250331"
"KC488PO24N001244","행사","행사","천주산진달래축제","경상남도","창원시 의창구","4812131027","북면 외감리","4812131000","북면","481214781061","경상남도 창원시 의창구 북면 달천길 150","51113","마라000990","128.5998173","35.2822616","천주산 일원","2024-04-06","2024-04-07","개막식+문화예술공연+노래자랑+체험행사","천주산진달래축제위원회","천주산진달래축제위원회",,,,,"2025-02-14","5670000","경상남도 창원시","20250401","문화체육관광부","KC_488_WNTY_CLTFSTVL_2024","20250331"
"KC488PO24N001245","행사","행사","제20회 예래생태체험축제","제주특별자치도","서귀포시","5013012100","하예동","5013062000","예래동","501303350212","제주특별자치도 서귀포시 예래해안로 256","63538","나나964722","126.3887523","33.23654976","예래 논짓물 일원","2022-07-30","2022-07-31","생태마을탐방+맨손으로 넙치잡기+노래자랑 등","예래생태체험축제위원회","예래동주민자치위원회",,"064-760-4845","https://seogwipo.go.kr/festivals/yerae/info/intro.htm",,"2024-11-07","6520000","제주특별자치도 서귀포시","20250401","문화체육관광부","KC_488_WNTY_CLTFSTVL_2024","20250331"
"KC488PO24N001246","행사","행사","도구로 가을 축제","서울특별시","서초구","1165010100","방배동","1165061000","방배2동",,,,"다사547424","126.9885791","37.4797773","도구머리공원","2024-10-26","2024-10-26","가을즐기기(단풍길 스케치북 및 포토존)+문화공연+체험부스 및 프리마켓 운영","방배2동 주민자치위원회","방배2동 주민자치위원회",,,,,"2024-08-06","3210000","서울특별시 서초구","20250401","문화체육관광부","KC_488_WNTY_CLTFSTVL_2024","20250331"
"KC488PO24N001247","행사","행사","명량대첩축제","전라남도","해남군","4690031022","군내면 녹진리","4690031000","군내면","468203017038","전라남도 진도군 군내면 진도대로 8459-13","58900","나라909205","126.3009743","34.5707211","녹진관광지 일원","2024-10-18","2024-10-20","해전재현+출정식+만가행진+부대행사 등","(재)명량대첩기념사업회","전라남도+전라남도 진도군+전라남도 해남군","문화체육관광부+한국관광공사 등","061-540-3407","http://www.mldc.kr/web/",,"2024-12-04","5000000","전라남도 진도군","20250401","문화체육관광부","KC_488_WNTY_CLTFSTVL_2024","20250331"
"KC488PO24N001248","행사","행사","2025 예천활축제","경상북도","예천군","4790025025","예천읍 남본리","4790025000","예천읍",,,,"라바850508","128.4513235","36.6519135","한천체육공원 일원","2025-05-02","2025-05-05","공연, 전시 및 체험프로그램 등","(재)예천문화관광재단","경상북도 예천군","경상북도 예천군","054-650-6031","yctf.kr",,"2024-12-06","5230000","경상북도 예천군","20250401","문화체육관광부","KC_488_WNTY_CLTFSTVL_2024","20250331"
"KC488PO24N001249","행사","행사","2025 예천곤충축제","경상북도","예천군","4790025025","예천읍 남본리","4790025000","예천읍",,,,"라바850508","128.4513235","36.6519135","한천체육공원 및 곤충생태원 일원","2025-08-15","2025-08-17","공연, 전시 및 체험프로그램 등","(재)예천문화관광재단","경상북도 예천군","경상북도 예천군","054-650-6031","yctf.kr",,"2024-12-06","5230000","경상북도 예천군","20250401","문화체육관광부","KC_488_WNTY_CLTFSTVL_2024","20250331"
"KC488PO24N001250","행사","행사","2025 삼강주막나루터축제","경상북도","예천군","4790041027","풍양면 삼강리","4790041000","풍양면","479004769168","경상북도 예천군 풍양면 삼강리길 33","36862","라바715409","128.2992845","36.5634243","삼강문화단지 일원","2025-10-04","2025-10-06","공연, 전시 및 체험프로그램 등","(재)예천문화관광재단","경상북도 예천군","경상북도 예천군","054-650-6031","yctf.kr",,"2024-12-06","5230000","경상북도 예천군","20250401","문화체육관광부","KC_488_WNTY_CLTFSTVL_2024","20250331"
"KC488PO24N001251","행사","행사","2025 문화유산야행","경상북도","예천군","4790031039","용문면 상금곡리","4790031000","용문면","479004769042","경상북도 예천군 용문면 금당실길 52-16","36835","라바814551","128.41157","36.6911787","금당실전통마을 일원","2025-10-01","2025-10-02","공연, 전시 및 체험프로그램 등","(재)예천문화관광재단","경상북도 예천군","경상북도 예천군","054-650-6031","yctf.kr",,"2024-12-06","5230000","경상북도 예천군","20250401","문화체육관광부","KC_488_WNTY_CLTFSTVL_2024","20250331"
"KC488PO24N001252","행사","행사","처인성문화제","경기도","용인시 처인구","4146110300","삼가동","4146152600","삼가동","414612012012","경기도 용인시 처인구 중부대로 1199","17019","다사714157","127.1779684","37.24086733","처인성 일대(남사읍)","2024-06-01","2024-06-02","처인승첩기념식+김윤후승장 추모다례재+체험부스+경연대회+공연 등","용인문화원","용인문화원","경기도 용인시청","031-6193-2097","http://www.ycc50.org/",,"2024-12-09","4050000","경기도 용인시","20250401","문화체육관광부","KC_488_WNTY_CLTFSTVL_2024","20250331"
"KC488PO24N001253","행사","행사","포은문화제","경기도","용인시 처인구","4146110300","삼가동","4146152600","삼가동","414612012012","경기도 용인시 처인구 중부대로 1199","17019","다사714157","127.1779684","37.24086733","정몽주 묘역","2024-10-05","2024-10-06","천장행렬+경연대회+어린이 포은스쿨+체험부스+기념식+공연 등","용인문화원 포은문화제추진위원회","용인문화원","경기도 용인시청","031-6193-2097","http://www.ycc50.org/",,"2024-12-09","4050000","경기도 용인시","20250401","문화체육관광부","KC_488_WNTY_CLTFSTVL_2024","20250331"
"KC488PO24N001254","행사","행사","용인시민의 날 연계 축제 행사","경기도","용인시 처인구","4146110300","삼가동","4146152600","삼가동","414612203001","경기도 용인시 처인구 동백죽전대로 61","16997","다사703168","127.165146","37.24963097","용인미르스타디움","2024-09-28","2024-09-29","용인시민의 날 기념 연계 축제 행사","경기도 용인시청","경기도 용인시청",,"031-324-2064","https://www.yongin.go.kr",,"2024-12-09","4050000","경기도 용인시","20250401","문화체육관광부","KC_488_WNTY_CLTFSTVL_2024","20250331"
"KC488PO24N001255","행사","행사","대한민국연극제 용인","경기도","용인시 수지구","4146510200","죽전동","4146555000","죽전2동","414652012014","경기도 용인시 수지구 포은대로 499","16870","다사649252","127.1047005","37.3256672","용인포은아트홀+용인문예회관마루홀","2024-06-28","2024-07-23","대한민국 연극제","한국연극협회 경기도지회+대한민국연극제 집행위","경기도+경기도 용인시청+한국연극협회",,"031-323-6615","https://ktf365.org",,"2024-12-09","4050000","경기도 용인시","20250401","문화체육관광부","KC_488_WNTY_CLTFSTVL_2024","20250331"
"KC488PO24N001256","행사","행사","용인르네상스 광장 축제","경기도","용인시 처인구","4146110700","마평동","4146154000","동부동","414613203005","경기도 용인시 처인구 경안천로 76","17152","다사746155","127.2138321","37.2380183","용인종합운동장","2024-06-27","2024-06-29","대한민국연극제 부대행사","한국연극협회 경기도지회+대한민국연극제 집행위","경기도+경기도 용인시청+한국연극협회",,"031-323-6615","https://www.yongin.go.kr",,"2024-12-09","4050000","경기도 용인시","20250401","문화체육관광부","KC_488_WNTY_CLTFSTVL_2024","20250331"
"KC488PO24N001257","행사","행사","세종축제","세종특별자치시",,"3611011900","세종동","3611051800","나성동","361104855109","세종특별자치시 호수공원길 155(세종동 1201)","30106","다바788334","127.2638359","36.4985206","세종호수+중앙공원 일원","2024-10-09","2024-10-12","세종대왕과 애민정신을 바탕으로 5개 테마(한글 과학 친환경 시민 연계) 반영하여 만든 축제 세종한글놀이터+세종과학놀이터+시민기획 공모","세종특별자치시 문화관광재단","세종특별자치시청",,"044-850-0592","https://www.sjcf.or.kr/index.do",,"2024-11-29","5690000","세종특별자치시","20250401","문화체육관광부","KC_488_WNTY_CLTFSTVL_2024","20250331"
"KC488PO24N001258","행사","행사","세종조치원복숭아축제","세종특별자치시",,"3611025028","조치원읍 침산리","3611025000","조치원읍","361104574153","세종특별자치시 조치원읍 문예회관길 22","30020","다바809446","127.287846","36.5998248","도토리파크","2024-07-26","2024-07-28","세종시 대표 특산물인 복숭아를 테마로 한 문화관광축제 및 복숭아 판촉행사","세종조치원 복숭아축제 추진위원회","세종조치원 복숭아연합 영농법인",,"044-850-0560","https://www.sjcf.or.kr/index.do",,"2024-11-29","5690000","세종특별자치시","20250401","문화체육관광부","KC_488_WNTY_CLTFSTVL_2024","20250331"
"KC488PO24N001259","행사","행사","세종낙화축제","세종특별자치시",,"3611011900","세종동","3611051800","나성동","361103351249","세종특별자치시 중앙공원로 60","30106","다바795327","127.2717445","36.4917681","세종중앙공원 잔디마당 일원","2024-05-12","2024-05-12","시 무형문화유산인 세종불교낙화법을 매개로 특별한 볼거리 제공 타닥타닥 타는 불꽃이 낙화봉 끄트머리에서 꽃잎처럼 흩날려 밤하늘을 수놓는 모습 감상","세종특별자치시 문화관광재단","세종특별자치시청",,"044-850-0593","https://www.sjcf.or.kr/index.do",,"2024-11-29","5690000","세종특별자치시","20250401","문화체육관광부","KC_488_WNTY_CLTFSTVL_2024","20250331"
"KC488PO24N001260","행사","행사","금강청소년축제","세종특별자치시",,"3611011900","세종동","3611051800","나성동",,,,"다바808342","127.2864938","36.505808","이응다리(금강보행교) 일원","2024-09-07","2024-09-07","청소년들의 끼와 열정을 펼치는 청소년 문화예술 축제+경연대회+토크콘서트+축하공연+체험부스","세종특별자치시 문화관광재단","세종특별자치시청",,"044-850-0594","https://www.sjcf.or.kr/index.do",,"2024-11-29","5690000","세종특별자치시","20250401","문화체육관광부","KC_488_WNTY_CLTFSTVL_2024","20250331"
"KC488PO24N001261","행사","행사","세종빛축제","세종특별자치시",,"3611011900","세종동","3611051800","나성동",,,,"다바806319","127.2837825","36.4850458","이응다리+금강수변","2023-12-02","2024-02-18","미디어파사드+빛조형물+미디어갤러리 등","세종특별자치시","세종특별자치시",,"044-300-5832","https://www.sejong.go.kr/light.do",,"2024-11-29","5690000","세종특별자치시","20250401","문화체육관광부","KC_488_WNTY_CLTFSTVL_2024","20250331"
"KC488PO24N001262","행사","행사","2024 세종 보헤미안 뮤직 페스티벌","세종특별자치시",,"3611011900","세종동","3611051800","나성동","361103351249","세종특별자치시 중앙공원로 60","30106","다바795327","127.2717445","36.4917681","세종중앙공원 도시축제마당","2024-10-12","2024-10-13","12일(장기하+최유리+나상현씨밴드 등) 13일(김창완 밴드+SURL+불고기디스코 등)+얼리버드티켓(7-22~7-30)","세종특별자치시 문화관광재단","세종특별자치시 문화관광재단",,"044-850-0572","https://www.nurirock.or.kr/base/nrr/performance/read?performanceNo=105&menuLevel=2&menuNo=31",,"2024-11-29","5690000","세종특별자치시","20250401","문화체육관광부","KC_488_WNTY_CLTFSTVL_2024","20250331"
